105428,Phoenix College,1202 W Thomas Rd,Phoenix,AZ,85013,6022642492,www.phoenixcollege.edu
105482,Cortiva Institute-Scottsdale,8010 East McDowell Road #214,Scottsdale,AZ,85257,4809459461,www.cortiva.com
105516,University of Phoenix-Phoenix Campus, , ,AZ, , , 
105525,Pima Community College,4905C East  Broadway Blvd.,Tucson,AZ,85709-1275,5202064500,www.pima.edu
105534,Pima Medical Institute-Tucson,3350 East Grant Road Suite 200,Tucson,AZ,85716,5203261600,pmi.edu
105543,Pima Medical Institute-Albuquerque,4400 Cutler Avenue NE,Albuquerque,NM,87110,5058811234,pmi.edu
105589,Prescott College,220 Grove Ave,Prescott,AZ,86301,8773502100,www.prescott.edu
105659,Refrigeration School Inc,4210 E Washington Street,Phoenix,AZ,85034-1816,6022757133,refrigerationschool.com
105668,Rio Salado College,2323 W 14th St,Tempe,AZ,85281,4805178000,www.rio.maricopa.edu
105677,Roberto-Venn School of Luthiery,1012 NW Grand Ave,Phoenix,AZ,85007,6022431179,www.roberto-venn.com
105701,Hair Academy of Safford,1550 West Thatcher Blvd,Safford,AZ,85546,9284280331,hairacademysafford.com
105747,Scottsdale Community College,9000 E Chaparral Rd,Scottsdale,AZ,85256,4804236000,www.scottsdalecc.edu
105792,South Mountain Community College,7050 S 24th St,Phoenix,AZ,85042,6022438135,www.southmountaincc.edu
105899,Arizona Christian University,2625 E Cactus Rd,Phoenix,AZ,85032-7097,6024895300,www.arizonachristian.edu
105987,Tucson College,5151 E Broadway Blvd Ste.155,Tucson,AZ,85711,5202580400,www.tucsoncollege.edu
106041,Universal Technical Institute of Arizona Inc,10695 West Pierce Street,Avondale,AZ,85323,6232454600,www.uti.edu
106102,Western International University,1601 W Fountainhead Parkway,Tempe,AZ,85282,6029432311,www.west.edu
106111,Empire Beauty School-NW Phoenix,2727 W. Glendale Ave. #200,Glendale,AZ,85051,8009204593,www.empire.edu
106148,Yavapai College,1100 E Sheldon St,Prescott,AZ,86301,9284457300,www.YC.EDU
106245,University of Arkansas at Little Rock,2801 S University Ave,Little Rock,AR,72204,5015693000,www.ualr.edu
106263,University of Arkansas for Medical Sciences,4301 W Markham,Little Rock,AR,72205-7199,5012961275,www.uams.edu
106281,ABC Beauty College Inc,203 S 26th Street,Arkadelphia,AR,71923,8702466726,www.abc-beautycollege.com
106306,Arkansas Baptist College,1621 Dr. Martin Luther King Drive,Little Rock,AR,72202-6068,5014201200,www.arkansasbaptist.edu
106315,Arkansas Beauty School-Little Rock,5108 Baseline Rd,Little Rock,AR,72209,5015625673,arkbeautyschool.com
106324,Arkansas Beauty College,109 N Commerce St,Russellville,AR,72801,4799683075,www.arkansasbeautycollegersvlar.com
106342,Lyon College,2300 Highland Road,Batesville,AR,72501,8703077000,www.lyon.edu
106351,Arkansas College of Barbering and Hair Design,200 E Washington Ave,North Little Rock,AR,72114,5013769696,www.arkansascollegeofbarbering.com
106360,Arthur's Beauty College Inc-Fort Smith,2000 North B St,Fort Smith,AR,72901-3342,4797836245,www.arthursbeautycollege.com
106397,University of Arkansas,Administration Bldg 425,Fayetteville,AR,72701,4795752000,www.uark.edu
106412,University of Arkansas at Pine Bluff,1200 N University Mail Slot 4789,Pine Bluff,AR,71601,8705758000,www.uapb.edu
106449,Arkansas State University-Beebe,1000 Iowa Street,Beebe,AR,72012-1000,5018823600,www.asub.edu
106458,Arkansas State University-Main Campus,2105 E. Aggie Road,Jonesboro,AR,72401,8709722100,www2.astate.edu
106467,Arkansas Tech University,Administration Bldg 200; 1509 N Boulder Ave,Russellville,AR,72801-2222,4799680389,www.atu.edu
106485,University of Arkansas at Monticello,Highway 425 South,Monticello,AR,71656,8703676811,www.uamont.edu
106494,Arthur's Beauty College Inc-Jacksonville,2600 John Harden Dr,Jacksonville,AR,72076,5019828987,arthursbeautycollege.com
106546,Baptist Health Schools-Little Rock,11900 Col Glenn Rd Ste 1000,Little Rock,AR,72210-2820,5012026200,www.bhslr.edu
106625,Black River Technical College,1410 Hwy 304 East,Pocahontas,AR,72455,8702484000,www.blackrivertech.edu
106704,University of Central Arkansas,201 Donaghey Ave,Conway,AR,72035-0001,5014505000,www.uca.edu
106713,Central Baptist College,1501 College Avenue,Conway,AR,72034,5013296872,www.cbc.edu
106795,Cossatot Community College of the University of Arkansas,183 College Drive,De Queen,AR,71832,8705844471,www.cccua.edu
106810,Crowley's Ridge College,100 College Dr,Paragould,AR,72450,8702366901,www.crc.edu
106829,Crowley's Ridge Technical Institute,1620 Newcastle Road,Forrest City,AR,72335-0925,8706335411114,www.crti.tec.ar.us
106883,East Arkansas Community College,1700 Newcastle Rd,Forrest City,AR,72335-2204,8706334480200,WWW.EACC.EDU
106892,Eastern College of Health Vocations-Little Rock,200 South University Avenue,Little Rock,AR,72205,5015680211,www.easterncollege.edu
106908,Imagine-Paul Mitchell Partner School,4201 E McCain Blvd,North Little Rock,AR,72117,5018011833,www.pmlittlerock.com
106980,National Park Community College,101 College Dr,Hot Springs,AR,71913,5017604222,www.npcc.edu
106999,University of Arkansas Community College-Batesville,2005 White Drive,Batesville,AR,72503-3350,8706122000,www.uaccb.edu
107044,Harding University,915 E. Market Ave.,Searcy,AR,72143,5012794000,www.harding.edu
107071,Henderson State University,1100 Henderson Street,Arkadelphia,AR,71999-0001,8702305000,www.hsu.edu
107080,Hendrix College,1600 Washington Ave,Conway,AR,72032-3080,5013296811,www.hendrix.edu
107099,Hot Springs Beauty College,100 Cones Rd,Hot Springs,AR,71901,5016244258,hotspringsbeautycollege.com
107123,Jefferson Regional Medical Center School of Nursing,1600 West 40th St,Pine Bluff,AR,71603,8705417850,www.jrmc.org
107141,John Brown University,2000 W University St,Siloam Springs,AR,72761,4795249500,www.jbu.edu
107211,Lees School of Cosmetology,2700 W. Pershing Blvd,North  Little Rock,AR,72114-3800,5017582800,www.leesschool.com
107220,Career Academy of Hair Design,346 E. Robinson Ave,Springdale,AR,72764-7128,4797566060,www.beautynwa.com
107275,Marsha Kay Beauty College, , ,AR, , , 
107293,Academy of Salon and Spa,311 S 16th St,Fort Smith,AR,72901,4797825059,www.academysalonspa.com
107318,Mid-South Community College,2000 W.  Broadway,West Memphis,AR,72301-3829,8707336722,www.midsouthcc.edu
107327,Arkansas Northeastern College,2501 S Division,Blytheville,AR,72316-1109,87076210201114,www.anc.edu
107363,Margaret's Hair Academy Inc,305 East Gaines Street,Monticello,AR,71655,8703675533,margarethairacademy.com
107442,New Tyler Barber College Inc,1221 E 7th St,North Little Rock,AR,72114-4973,5013750377,newtylerbarbercollege.com
107460,North Arkansas College,1515 Pioneer Dr,Harrison,AR,72601-5508,8707433000,www.northark.edu
107488,Northwest Technical Institute,709 S Old Missouri Rd,Springdale,AR,72764,47975188240,www.nwti.edu
107512,Ouachita Baptist University,410 Ouachita St,Arkadelphia,AR,71998-0001,8702455000,www.obu.edu
107521,College of the Ouachitas,One College Circle,Malvern,AR,72104-0816,50133750001100,www.coto.edu
107549,Ozarka College,218 College Dr,Melbourne,AR,72556-0010,8703687371,www.ozarka.edu
107558,University of the Ozarks,415 N College Ave,Clarksville,AR,72830,4799791000,www.ozarks.edu
107585,University of Arkansas Community College-Morrilton,1537 University Blvd.,Morrilton,AR,72110,5019772000,www.uaccm.edu
107600,Philander Smith College,900 W. Daisy Bates Drive,Little Rock,AR,72202-3799,5013759845,www.philander.edu
107619,Phillips Community College of the University of Arkansas,1000 Campus Drive,Helena,AR,72342-0785,8703386474,www.pccua.edu
107637,Southeast Arkansas College,1900 Hazel St.,Pine Bluff,AR,71603,8705435900,www.seark.edu
107655,Professional Cosmetology Education Center,460 North Washington,El Dorado,AR,71730-4009,8708649292,www.professionalcosmetologyeducation.edu
107664,Pulaski Technical College,3000 W Scenic Dr,North Little Rock,AR,72118-3347,5018122200,www.pulaskitech.edu
107725,University of Arkansas Community College-Hope,2500 S Main,Hope,AR,71801,8707775722,www.uacch.edu
107743,Rich Mountain Community College,1100 College Dr,Mena,AR,71953,4793947622,www.rmcc.edu
107789,Paul Mitchell the School-Arkansas,4156 N Steele Blvd,Fayetteville,AR,72703,4794425181,www.pmtsarkansas.com
107831,Searcy Beauty College Inc,1004 S Main,Searcy,AR,72143,2144271339,searcybeautycollege.com/
107840,Shorter College,604 Locust St,N Little Rock,AR,72114,5013746305107,www.shortercollege.org/
107877,Williams Baptist College,60 W Fulbright Avenue,Walnut Ridge,AR,72476,8708866741,www.wbcoll.edu
107974,South Arkansas Community College,300 S West Ave,El Dorado,AR,71731-7010,8708628131,www.southark.edu
107983,Southern Arkansas University Main Campus,100 E. University,Magnolia,AR,71753,8702354000,WWW.SAUMAG.EDU
107992,Southern Arkansas University Tech,6415 Spellman Road,Camden,AR,71701-1906,8705744500,www.sautech.edu
108056,University of Arkansas System Office,2404 N University,Little Rock,AR,72207-3608,5016862500,WWW.UASYS.EDU
108065,Velvatex College of Beauty Culture,1520 Martin Luther King Dr,Little Rock,AR,72202-5452,5013729678,www.velvatexcollege.com
108092,University of Arkansas-Fort Smith,5210 Grand Ave,Fort Smith,AR,72913-3649,4797887000,uafs.edu/
108232,Academy of Art University,79 New Montgomery,San Francisco,CA,94105,4152742200,www.academyart.edu
108250,ITT Technical Institute-Rancho Cordova,10863 Gold Center Dr,Rancho Cordova,CA,95670-6034,9168513900,www.itt-tech.edu
108269,Academy of Chinese Culture and Health Sciences,1600 Broadway Ste. 200,Oakland,CA,94612,51076377870,www.acchs.edu
108348,The Academy of Radio and TV Broadcasting,16052 Beach Blvd St 263n,Huntington Beach,CA,92647,7148420100,WWW.ARBRADIO.COM
108649,Avalon School of Cosmetology-Alameda,2318 Central Avenue,Alameda,CA,94501,5105231050,avalon.edu/locations/alameda-ca/
108667,College of Alameda,555 Ralph Appezzato Memorial Pky,Alameda,CA,94501,5105227221,www.peralta.edu
108807,Allan Hancock College,800 South College Drive,Santa Maria,CA,93454-6399,8059226966,www.hancockcollege.edu/
108852,American Academy of Dramatic Arts-Los Angeles,1336 N La Brea,Los Angeles,CA,90028,3234642777109,WWW.AADA.EDU
108861,American Baptist Seminary of the West,2606 Dwight Way,Berkeley,CA,94704-3029,5108411905,www.absw.edu
108870,American Film Institute Conservatory,2021 N Western Ave,Los Angeles,CA,90027-1625,3238567600,www.AFI.com
108977,American Beauty College,646 S. Sunset Ave,West Covina,CA,91790,6264727402305,www.american-beauty-college.com
109040,American Career College-Los Angeles,4021 Rosewood Avenue,Los Angeles,CA,90004,9497834800,americancareercollege.edu/
109086,American Conservatory Theater,30 Grant Ave,San Francisco,CA,94108-5834,4158343200,www.act-sf.org
109208,American River College,4700 College Oak Dr,Sacramento,CA,95841-4286,9164848011,www.arc.losrios.edu/
109350,Antelope Valley College,3041 West  Ave K,Lancaster,CA,93536-5426,6617226300,www.avc.edu
109651,Art Center College of Design,1700 Lida St,Pasadena,CA,91103,6263962200,www.artcenter.edu
109721,Associated Technical College-Los Angeles,1670 Wilshire Blvd,Los Angeles,CA,90017-1604,2134136808,www.atcla.edu
109730,Associated Technical College-San Diego,707 Broadway-Ste 300,San Diego,CA,92101,6192342181309,www.associatedtechcollege.com
109785,Azusa Pacific University,901 E Alosta,Azusa,CA,91702-7000,6269693434,www.apu.edu
109819,Bakersfield College,1801 Panorama Dr,Bakersfield,CA,93305-1299,6613954011,www.bakersfieldcollege.edu/
109907,Barstow Community College,2700 Barstow Road,Barstow,CA,92311,7602522411,www.barstow.edu
109934,Bellus Academy-National City,1520 East Plaza Blvd,National City,CA,91950,61947466070,www.bellusacademy.edu
110060,Bethesda University,730 N. Euclid St,Anaheim,CA,92801,7145171945,www.buc.edu
110097,Biola University,13800 Biola Ave,La Mirada,CA,90639-0001,5629036000,www.biola.edu
110185,Brooks Institute,5301 N. Ventura Ave,Ventura,CA,93101,8552600111,www.brooks.edu
110194,Brownson Technical School,1110 Technology Cir Ste D,Anaheim,CA,92805,7147749443,www.brownson.edu
110219,Bryan University,3580 Wilshire blvd suite 400,Los Angeles,CA,90010,2134848850,www.bryancollege.edu
110246,Butte College,3536 Butte Campus Drive,Oroville,CA,95965-8399,5308952511,www.butte.edu
110307,Phillips Graduate Institute,19900 Plummer Street,Chatsworth,CA,91311,8183865600,pgi.edu
110316,California Institute of Integral Studies,1453 Mission Street,San Francisco,CA,94103,4155756100,www.ciis.edu
110334,Cabrillo College,6500 Soquel Dr,Aptos,CA,95003,8314796100,www.cabrillo.edu
110361,California Baptist University,8432 Magnolia Ave,Riverside,CA,92504-3297,9516895771,www.calbaptist.edu
110370,California College of the Arts,1111 Eighth Street,San Francisco,CA,94107-2247,5105943600,www.cca.edu
110398,University of California-Hastings College of Law,200 McAllister St,San Francisco,CA,94102-4978,4155654600,www.uchastings.edu
110404,California Institute of Technology,1200 E California Blvd,Pasadena,CA,91125,6263956811,www.caltech.edu
110413,California Lutheran University,60 W Olsen Rd,Thousand Oaks,CA,91360-2787,8054922411,www.callutheran.edu/
110422,California Polytechnic State University-San Luis Obispo,1 Grand Ave.,San Luis Obispo,CA,93407,8057561111,calpoly.edu
110468,Alliant International University-San Diego,10455 Pomerado Road,San Diego,CA,92131,4159552100,www.alliant.edu
110486,California State University-Bakersfield,9001 Stockdale Hwy,Bakersfield,CA,93311-1099,6616542782,www.csub.edu
110495,California State University-Stanislaus,One University Circle,Turlock,CA,95382-0299,2096673122,www.csustan.edu
110501,California State University-Chancellors Office,Analytic Studies 401 Golden Shore 6th Floor,Long Beach,CA,90802-4210,56295140004755,www.calstate.edu
110510,California State University-San Bernardino,5500 University Pky,San Bernardino,CA,92407-2397,9095375000,www.csusb.edu
110529,California State Polytechnic University-Pomona,3801 West Temple Avenue,Pomona,CA,91768,9098697659,www.csupomona.edu
110538,California State University-Chico,First and Normal Sts,Chico,CA,95929-0150,5308986116,www.csuchico.edu
110547,California State University-Dominguez Hills,1000 E Victoria St,Carson,CA,90747-0005,3102433300,www.csudh.edu
110556,California State University-Fresno,5241 N Maple Ave,Fresno,CA,93740,5592784240,www.csufresno.edu
110565,California State University-Fullerton,800 N State College Blvd,Fullerton,CA,92831-3599,6572782011,www.fullerton.edu
110574,California State University-East Bay,25800 Carlos Bee Blvd,Hayward,CA,94542,5108853000,www.csueastbay.edu
110583,California State University-Long Beach,1250 Bellflower Blvd,Long Beach,CA,90840-0115,5629854111,www.csulb.edu
110592,California State University-Los Angeles,5151 State University Dr,Los Angeles,CA,90032,3233433000,www.calstatela.edu
110608,California State University-Northridge,18111 Nordhoff St,Northridge,CA,91330,8186771200,www.csun.edu
110617,California State University-Sacramento,6000 J St,Sacramento,CA,95819-2694,9162786011,www.csus.edu
110635,University of California-Berkeley,200 California Hall,Berkeley,CA,94720,5106426000,www.berkeley.edu
110644,University of California-Davis,One Shields Avenue,Davis,CA,95616-8678,5307521011,www.ucdavis.edu
110653,University of California-Irvine,501 Aldrich Hall,Irvine,CA,92697,9498245011,www.uci.edu/
110662,University of California-Los Angeles,405 Hilgard Ave,Los Angeles,CA,90095-1405,3108254321,www.ucla.edu/
110671,University of California-Riverside,900 University Ave,Riverside,CA,92521,9518271012,WWW.UCR.EDU
